PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Van Lange, P. A. M.; Rinderu, M. I.; Bushman, B. J.								Aggression and violence around the world: A model of CLimate, Aggression, and Self-control in humans (CLASH)								Behavioral and Brain Sciences															2016										1									
J	Van Lange, PAM; Gallucci, M								Bridging psychology and game theory yields interdependence theory								BEHAVIORAL AND BRAIN SCIENCES				26	2			177	+					APR 2003	2003										3									
J	Van Lange, Paul A. M.; Rinderu, Maria I.; Bushman, Brad J.								The Logic of Climate and Culture: Evolutionary and Psychological Aspects of CLASH								BEHAVIORAL AND BRAIN SCIENCES				40						e104	10.1017/S0140525X16001564			2017	2017										4									
J	Van Lange, Paul A. M.; Rinderu, Maria I.; Bushman, Brad J.								Aggression and violence around the world: A model of CLimate, Aggression, and Self-control in Humans (CLASH)								BEHAVIORAL AND BRAIN SCIENCES				40						UNSP e75	10.1017/S0140525X16000406			2017	2017										20									
J	Van Lange, Paul A. M.; Balliet, Daniel P.; IJzerman, Hans								What we need is theory of human cooperation (and meta-analysis) to bridge the gap between the lab and the wild								BEHAVIORAL AND BRAIN SCIENCES				35	1						10.1017/S0140525X11000872			FEB 2012	2012										1									
J	van Lier, R								Visuo-cognitive disambiguation of occluded shapes								BEHAVIORAL AND BRAIN SCIENCES				24	6			1135	+		10.1017/S0140525X01210140			DEC 2001	2001										3									
J	van Rijn, Sophie; Swaab, Hanna; Aleman, Andre								Psychosis and autism as two developmental windows on a disordered social brain								BEHAVIORAL AND BRAIN SCIENCES				31	3			280	+		10.1017/S0140525X0800441X			JUN 2008	2008										2									
J	van Rooij, Iris; Haselager, Willem; Bekkering, Harold								Goals are not implied by actions, but inferred from actions and contexts								BEHAVIORAL AND BRAIN SCIENCES				31	1			38	+		10.1017/S0140525X07003305			FEB 2008	2008										5									
J	Van Vugt, M								Self-interest as self-fulfilling prophecy								BEHAVIORAL AND BRAIN SCIENCES				24	3			429	+		10.1017/S0140525X01524140			JUN 2001	2001										2									
J	VANBRAKEL, J								THE ANALYSIS OF SENSATIONS AS THE FOUNDATION OF ALL SCIENCES								BEHAVIORAL AND BRAIN SCIENCES				16	1			163	164		10.1017/S0140525X00029514			MAR 1993	1993										2									
J	VANBRAKEL, J								CETERIS PARIBUS LAWS								BEHAVIORAL AND BRAIN SCIENCES				15	3			584	585		10.1017/S0140525X00070217			SEP 1992	1992										6									
J	VANBRAKEL, J								THE ETHNOCENTRICITY OF COLOR								BEHAVIORAL AND BRAIN SCIENCES				15	1			53	&		10.1017/S0140525X0006756X			MAR 1992	1992										3									
J	VANDENBERG, SG								COULD THESE SEX-DIFFERENCES BE DUE TO GENES								BEHAVIORAL AND BRAIN SCIENCES				11	2			212	214		10.1017/S0140525X00049621			JUN 1988	1988										1									
J	VANDENBERGHE, PL								WANTING AND GETTING AINT THE SAME								BEHAVIORAL AND BRAIN SCIENCES				15	1			116	&		10.1017/S0140525X0006787X			MAR 1992	1992										4									
J	VANDENBERGHE, PL								HUMAN INBREEDING AVOIDANCE - CULTURE IN NATURE								BEHAVIORAL AND BRAIN SCIENCES				6	1			91	102		10.1017/S0140525X00014850			1983	1983										87									
J	VANDENBERGHE, PL								INCEST, GENES, AND CULTURE								BEHAVIORAL AND BRAIN SCIENCES				6	1			117	120		10.1017/S0140525X00015065			1983	1983										3									
J	vanderHeijden, AHC; Hudson, PTW; Kurvink, AG								On widening the explanatory gap								BEHAVIORAL AND BRAIN SCIENCES				20	1			157	&		10.1017/S0140525X97320056			MAR 1997	1997										2									
J	VANDERHEIJDEN, AHC; BRIDGEMAN, B								ACTION AND ATTENTION								BEHAVIORAL AND BRAIN SCIENCES				17	2			225	226		10.1017/S0140525X00034312			JUN 1994	1994										2									
J	VANDERVELDE, F; WOLTERS, G; VANDERHEIJDEN, AHC								MARR VERSUS MARR - ON THE NOTION OF LEVELS								BEHAVIORAL AND BRAIN SCIENCES				17	4			681	682		10.1017/S0140525X00036608			DEC 1994	1994										1									
J	Vanderwolf, CH								Hippocampus and LTP: Here we go around again								BEHAVIORAL AND BRAIN SCIENCES				20	4			633	+		10.1017/S0140525X97441596			DEC 1997	1997										2									
J	VANDERWOLF, CH								19TH-CENTURY PSYCHOLOGY AND 20TH-CENTURY ELECTROPHYSIOLOGY DO NOT MIX								BEHAVIORAL AND BRAIN SCIENCES				8	4			555	555		10.1017/S0140525X00045118			DEC 1985	1985										2									
J	VANDERWOLF, CH; GOODALE, MA								DOES INTROSPECTION HAVE A ROLE IN BRAIN-BEHAVIOR RESEARCH								BEHAVIORAL AND BRAIN SCIENCES				5	3			448	448		10.1017/S0140525X00013030			1982	1982										1									
J	VANDERWOLF, CH; ROBINSON, TE								RETICULO-CORTICAL ACTIVITY AND BEHAVIOR - A CRITIQUE OF THE AROUSAL THEORY AND A NEW SYNTHESIS								BEHAVIORAL AND BRAIN SCIENCES				4	3			459	476		10.1017/S0140525X00009869			1981	1981										226									
J	VANDERWOLF, CH; ROBINSON, TE								BRAIN-BEHAVIORAL STUDIES - THE IMPORTANCE OF STAYING CLOSE TO THE DATA								BEHAVIORAL AND BRAIN SCIENCES				4	3			497	505		10.1017/S0140525X00010098			1981	1981										2									
J	VANDERWOLF, CH								IS HIPPOCAMPAL RHYTHMICAL SLOW ACTIVITY SPECIFICALLY RELATED TO MOVEMENT THROUGH SPACE								BEHAVIORAL AND BRAIN SCIENCES				2	4			518	519		10.1017/S0140525X00064232			1979	1979										3									
J	vandeWetering, S								Authoritarianism as a group-level adaptation in humans								BEHAVIORAL AND BRAIN SCIENCES				19	4			780	&		10.1017/S0140525X00044034			DEC 1996	1996										2									
J	VANDIJK, TA								A POINTLESS APPROACH TO STORIES								BEHAVIORAL AND BRAIN SCIENCES				6	4			598	599		10.1017/S0140525X0001760X			1983	1983										4									
J	VanGalen, GP; Hendriks, AW; DeJong, WP								What behavioral benefit does stiffness control have? An elaboration of Smith's proposal.								BEHAVIORAL AND BRAIN SCIENCES				19	3			478	&		10.1017/S0140525X00081917			SEP 1996	1996										2									
J	VANGELDER, T								PLAYING FLOURENS TO FODOR GALL								BEHAVIORAL AND BRAIN SCIENCES				17	1			84	84		10.1017/S0140525X00033550			MAR 1994	1994										1									
J	VANGISBERGEN, JAM; MINKEN, AWH								TOWARD AN ALTERNATIVE SCHEME FOR THE GENERATION OF EXPRESS SACCADES								BEHAVIORAL AND BRAIN SCIENCES				16	3			591	592		10.1017/S0140525X00031848			SEP 1993	1993										2									
J	VANGULICK, R								PROSOPAGNOSIA, CONSCIOUS AWARENESS AND THE INTERACTIVE BRAIN								BEHAVIORAL AND BRAIN SCIENCES				17	1			84	85		10.1017/S0140525X00033562			MAR 1994	1994										2									
J	VANGULICK, R								TIME FOR MORE ALTERNATIVES								BEHAVIORAL AND BRAIN SCIENCES				15	2			228	229		10.1017/S0140525X00068461			JUN 1992	1992										2									
J	VANGULICK, R								CONSCIOUSNESS MAY STILL HAVE A PROCESSING ROLE TO PLAY								BEHAVIORAL AND BRAIN SCIENCES				14	4			699	699					DEC 1991	1991										3									
J	VANGULICK, R								CONSCIOUS WANTS AND SELF-AWARENESS								BEHAVIORAL AND BRAIN SCIENCES				8	4			555	556		10.1017/S0140525X0004512X			DEC 1985	1985										2									
J	VANGULICK, R								INFORMATION, FEEDBACK, AND TRANSPARENCY								BEHAVIORAL AND BRAIN SCIENCES				5	1			27	29		10.1017/S0140525X00010335			1982	1982										1									
J	Vanhaudenhuyse, Audrey; Bruno, Marie-Aurelie; Bredart, Serge; Plenevaux, Alain; Laureys, Steven								The challenge of disentangling reportability and phenomenal consciousness in post-comatose states								BEHAVIORAL AND BRAIN SCIENCES				30	5-6			529	+		10.1017/S0140525X0700310X			OCT-DEC 2007	2007										4									
J	VanLaar, D								Ekphrasis in colour categorisation: Time for research or time for revolution?								BEHAVIORAL AND BRAIN SCIENCES				20	2			210	&		10.1017/S0140525X97501427			JUN 1997	1997										3									
J	vanMarle, Kristy								Controlling for continuous variables is not futile: What we can learn about number representation despite imperfect control								BEHAVIORAL AND BRAIN SCIENCES				40				46	46	e193	10.1017/S0140525X16002296			2017	2017										1									
J	VANNOORDWIJK, AJ; SHYKOFF, JA								ACCOUNTING FOR AGE PREFERENCES IN SEXUAL SELECTION								BEHAVIORAL AND BRAIN SCIENCES				15	1			117	&		10.1017/S0140525X00067881			MAR 1992	1992										2									
J	VANVALEN, L								CONTROL OF HANDEDNESS								BEHAVIORAL AND BRAIN SCIENCES				1	2			320	320		10.1017/S0140525X00075002			1978	1978										4									
J	VANVALEN, LM; MAIORANA, VC								SURROGATE RESOURCES, CUMULATIVE SELECTION, AND FERTILITY								BEHAVIORAL AND BRAIN SCIENCES				9	1			209	209		10.1017/S0140525X00022214			MAR 1986	1986										1									
J	VANVALEN, LM								WHY IS THERE MORE THAN ONE NEUROTRANSMITTER								BEHAVIORAL AND BRAIN SCIENCES				5	2			294	294		10.1017/S0140525X00012000			1982	1982										3									
J	vanWieringen, PCW; Beek, PJ								Distance versus position information in the control of aiming movements								BEHAVIORAL AND BRAIN SCIENCES				20	2			323	+		10.1017/S0140525X97441444			JUN 1997	1997										2									
J	VARELA, FJ								BETWEEN TURING AND QUANTUM-MECHANICS THERE IS BODY TO BE FOUND								BEHAVIORAL AND BRAIN SCIENCES				13	4			687	687		10.1017/S0140525X00081012			DEC 1990	1990										1									
J	Vargas, Manuel R.								Manipulation, oppression, and the deep self								BEHAVIORAL AND BRAIN SCIENCES				41						e61	10.1017/S0140525X17000826			2018	2018										1									
J	Varley, R; Siegal, M								Language, cognition, and the nature of modularity: Evidence from aphasia								BEHAVIORAL AND BRAIN SCIENCES				25	6			702	+		10.1017/S0140525X02520124			DEC 2002	2002										1									
J	Varley, Rosemary								Plasticity in high-order cognition: Evidence of dissociation in aphasia								BEHAVIORAL AND BRAIN SCIENCES				30	2			171	+		10.1017/S0140525X07001318			APR 2007	2007										2									
J	Varnum, M. E. W.; Grossmann, I.								Socio-ecological changes are linked to changes in the prevalence of contempt over time								Behavioral and Brain Sciences				39											2016										1									
J	Vartanian, Oshin; Kaufman, James C.								Psychological and neural responses to art embody viewer and artwork histories								BEHAVIORAL AND BRAIN SCIENCES				36	2			161	162		10.1017/S0140525X12001823			APR 2013	2013										2									
J	VAUCLAIR, J; FAGOT, J								VISUALLY GUIDED REACHING IN ADULT BABOONS								BEHAVIORAL AND BRAIN SCIENCES				10	2			287	287		10.1017/S0140525X00047920			JUN 1987	1987										9									
J	VAUGHAN, W								REINFORCEMENT OR MAXIMIZATION								BEHAVIORAL AND BRAIN SCIENCES				4	3			405	405		10.1017/S0140525X00009596			1981	1981										2									
J	Vazire, Simine; Naumann, Laura P.; Rentfrow, Peter J.; Gosling, Samuel D.								Smiling reflects different emotions in men and women								BEHAVIORAL AND BRAIN SCIENCES				32	5			403	+		10.1017/S0140525X09991026			OCT 2009	2009										4									
J	Vazquez, Carmelo								Beyond resilience: Positive mental health and the nature of cognitive processes involved in positive appraisals								BEHAVIORAL AND BRAIN SCIENCES				38						e125	10.1017/S0140525X14001733			2015	2015										1									
J	Veissiere, Samuel P L; Constant, Axel; Ramstead, Maxwell J D; Friston, Karl J; Kirmayer, Laurence J								Thinking Through Other Minds: A Variational Approach to Cognition and Culture.								The Behavioral and brain sciences								1	97		10.1017/S0140525X19001213			2019-May-30	2019										2									
J	Veit, W.; Dewhurst, J.; Dolega, K.; Jones, M.; Stanley, S.; Frankish, K.; Dennett, D. C.								The Rationale of Rationalization								Preprint											10.31234/osf.io/b5xkt														1									
J	VELDHUIS, HD; DEWIED, D								IS CONDITIONED IMMUNOSUPPRESSION AN ADEQUATE RESEARCH STRATEGY								BEHAVIORAL AND BRAIN SCIENCES				8	3			411	412		10.1017/S0140525X00000996			1985	1985										1									
J	Velichkovsky, BM; Pannasch, S								In search of the ultimate evidence: The fastest visual reaction adapts to environment, not retinal locations								BEHAVIORAL AND BRAIN SCIENCES				24	5			1008	+		10.1017/S0140525X01610112			OCT 2001	2001										1									
J	VELICHKOVSKY, BM; VANDERHEIJDEN, AHC								SPACE AS REFERENCE SIGNAL - ELABORATE IT IN-DEPTH								BEHAVIORAL AND BRAIN SCIENCES				17	2			337	338		10.1017/S0140525X00034920			JUN 1994	1994										1									
J	Velmans, M								Why conscious free will both is and isn't an illusion								BEHAVIORAL AND BRAIN SCIENCES				27	5			677	+		10.1017/S0140525X04420159			OCT 2004	2004										3									
J	Velmans, M								Is the world in the brain, or the brain in the world?								BEHAVIORAL AND BRAIN SCIENCES				26	4			427	+		10.1017/S0140525X03420098			AUG 2003	2003										2									
J	Velmans, M								Consciousness and the ''causal paradox'' - Response								BEHAVIORAL AND BRAIN SCIENCES				19	3			538	&		10.1017/S0140525X00082078			SEP 1996	1996										10									
J	VELMANS, M								THE LIMITS OF NEUROPHYSIOLOGICAL MODELS OF CONSCIOUSNESS								BEHAVIORAL AND BRAIN SCIENCES				18	4			702	703		10.1017/S0140525X00040681			DEC 1995	1995										4									
J	VELMANS, M								CONSCIOUSNESS, CAUSALITY AND COMPLEMENTARITY								BEHAVIORAL AND BRAIN SCIENCES				16	2			409	416		10.1017/S0140525X00030880			JUN 1993	1993										7									
J	VELMANS, M								COMMON-SENSE, FUNCTIONAL THEORIES, AND KNOWLEDGE OF THE MIND								BEHAVIORAL AND BRAIN SCIENCES				16	1			85	86		10.1017/S0140525X00029204			MAR 1993	1993										1									
J	VELMANS, M								IS CONSCIOUSNESS INTEGRATED								BEHAVIORAL AND BRAIN SCIENCES				15	2			229	230		10.1017/S0140525X00068473			JUN 1992	1992										5									
J	VELMANS, M								CORRECTION								BEHAVIORAL AND BRAIN SCIENCES				15	2			423	423		10.1017/S0140525X00069430			JUN 1992	1992										1									
J	VELMANS, M								IS HUMAN INFORMATION-PROCESSING CONSCIOUS								BEHAVIORAL AND BRAIN SCIENCES				14	4			651	668		10.1017/S0140525X00071776			DEC 1991	1991										232									
J	VELMANS, M								CONSCIOUSNESS FROM A 1ST-PERSON PERSPECTIVE								BEHAVIORAL AND BRAIN SCIENCES				14	4			702	726		10.1017/S0140525X00072150			DEC 1991	1991										33									
J	VELMANS, M								IS THE MIND CONSCIOUS, FUNCTIONAL, OR BOTH								BEHAVIORAL AND BRAIN SCIENCES				13	4			629	629		10.1017/S0140525X00080626			DEC 1990	1990										4									
J	VENABLES, PH								POSITIVE AND NEGATIVE SYMPTOMS, THE HIPPOCAMPUS AND P3								BEHAVIORAL AND BRAIN SCIENCES				14	1			53	53		10.1017/S0140525X00065390			MAR 1991	1991										1									
J	Venkatasubramanian, Ganesan								Evolutionary perspectives on psychoses and autism: Does genomic imprinting contribute to phenomenological antithesis?								BEHAVIORAL AND BRAIN SCIENCES				31	3			281	+		10.1017/S0140525X08004421			JUN 2008	2008										1									
J	VENTURA, DF								ON PERIPHERAL AND CENTRAL EXPLANATIONS OF TEMPORAL SUMMATION								BEHAVIORAL AND BRAIN SCIENCES				2	2			286	287		10.1017/S0140525X00062579			1979	1979										1									
J	VERBATEN, MN								NAATANENS AUDITORY MODEL FROM A VISUAL PERSPECTIVE								BEHAVIORAL AND BRAIN SCIENCES				13	2			256	256		10.1017/S0140525X00078675			JUN 1990	1990										3									
J	VERBATEN, MN								NOVELTY AND THE P3								BEHAVIORAL AND BRAIN SCIENCES				11	3			397	399					SEP 1988	1988										1									
J	Verbeke, E; Peeters, W; Kerkhof, I; Bijttebier, P; Steyaert, J; Wagemans, J								Lack of motivation to share intentions: Primary deficit in autism?								BEHAVIORAL AND BRAIN SCIENCES				28	5			718	+		10.1017/S0140525X05510124			OCT 2005	2005										5									
J	VERE, SA								A COGNITIVE PROCESS SHELL								BEHAVIORAL AND BRAIN SCIENCES				15	3			460	461		10.1017/S0140525X00069703			SEP 1992	1992										6									
J	Vereijken, B; Whiting, HTA								Hoist by their own petard: The constraints of hierarchical models								BEHAVIORAL AND BRAIN SCIENCES				21	5			705	+		10.1017/S0140525X98451744			OCT 1998	1998										4									
J	Verleger, R								Toward an integration of P3 research with cognitive neuroscience								BEHAVIORAL AND BRAIN SCIENCES				21	1			150	+		10.1017/S0140525X98220954			FEB 1998	1998										24									
J	VERLEGER, R								EVENT-RELATED POTENTIALS AND COGNITION - A CRITIQUE OF THE CONTEXT UPDATING HYPOTHESIS AND AN ALTERNATIVE INTERPRETATION OF P3								BEHAVIORAL AND BRAIN SCIENCES				14	4			732	732					DEC 1991	1991										1									
J	VERLEGER, R								EVENT-RELATED POTENTIALS AND COGNITION - ON UNEXPECTED EVENTS AND ON THE UTILITY OF EVENT-RELATED POTENTIALS - AUTHORS RESPONSE								BEHAVIORAL AND BRAIN SCIENCES				14	4			734	734		10.1017/S0140525X00072228			DEC 1991	1991										1									
J	VERLEGER, R								TOP-DOWN, FAST-SAME, AND ACOUSTIC PERCEPTION								BEHAVIORAL AND BRAIN SCIENCES				13	2			257	257		10.1017/S0140525X00078687			JUN 1990	1990										1									
J	VERLEGER, R								EVENT-RELATED POTENTIALS AND MEMORY - A CRITIQUE OF THE CONTEXT UPDATING HYPOTHESIS AND AN ALTERNATIVE INTERPRETATION OF P3								BEHAVIORAL AND BRAIN SCIENCES				11	3			343	356		10.1017/S0140525X00058015			SEP 1988	1988										572									
J	VERLEGER, R								FROM EPISTEMOLOGY TO P3-OLOGY								BEHAVIORAL AND BRAIN SCIENCES				11	3			399	408		10.1017/S0140525X00058234			SEP 1988	1988										5									
J	VERMEIJ, GJ								LEFT ASYMMETRY IN THE ANIMAL KINGDOM								BEHAVIORAL AND BRAIN SCIENCES				1	2			320	322		10.1017/S0140525X00075014			1978	1978										1									
J	Vermeulen, Nicolas								On the systematic social role of expressed emotions: An embodied perspective								BEHAVIORAL AND BRAIN SCIENCES				32	5			405	+		10.1017/S0140525X09990112			OCT 2009	2009										1									
J	Verplanck, WS								Statistical inference: Why wheels spin								BEHAVIORAL AND BRAIN SCIENCES				21	2			223	+		10.1017/S0140525X98541167			APR 1998	1998										1									
J	VERSCHURE, PFMJ								SMOLENSKY THEORY OF MIND								BEHAVIORAL AND BRAIN SCIENCES				13	2			407	407		10.1017/S0140525X00079474			JUN 1990	1990										3									
J	Vertes, R. P.; Eastman, K. E.								The case against memory consolidation in REM sleep								Behavioral and Brain Sciences				23				793	1121						2000										6									
J	Vertes, RP								Sleep is for rest, waking consciousness is for learning and memory - of any kind								BEHAVIORAL AND BRAIN SCIENCES				28	1			86	+		10.1017/S0140525X05440029			FEB 2005	2005										5									
J	Vertes, RP; Eastman, KE								The case against memory consolidation in REM sleep								BEHAVIORAL AND BRAIN SCIENCES				23	6			867	+		10.1017/S0140525X00004003			DEC 2000	2000										128									
J	Vertes, RP; Eastman, KE								REM sleep is not committed to memory								BEHAVIORAL AND BRAIN SCIENCES				23	6			1057	+		10.1017/S0140525X00984024			DEC 2000	2000										12									
J	VERTES, RP								A NEW ROLE FOR FTG NEURONS								BEHAVIORAL AND BRAIN SCIENCES				9	3			425	426		10.1017/S0140525X00046513			SEP 1986	1986										1									
J	VERTES, RP								AN ATROPINE SENSITIVE AND AN ATROPINE LESS SENSITIVE SYSTEM								BEHAVIORAL AND BRAIN SCIENCES				4	3			493	494		10.1017/S0140525X00010062			1981	1981										2									
J	VESSEY, SH								DOMINANCE AS CONTROL								BEHAVIORAL AND BRAIN SCIENCES				4	3			449	449		10.1017/S0140525X00009845			1981	1981										4									
J	VETTA, A								CORRELATION, REGRESSION AND BIASED SCIENCE								BEHAVIORAL AND BRAIN SCIENCES				3	3			357	358		10.1017/S0140525X00005422			1980	1980										2									
J	VETULANI, J								ALPHA-1-UP, BETA-DOWN HYPOTHESIS - A COUNTERPROPOSAL TO STONE								BEHAVIORAL AND BRAIN SCIENCES				6	4			560	561		10.1017/S0140525X00017490			1983	1983										3									
J	Vicario, Carmelo M.								Speech prosody, reward, and the corticobulbar system: An integrative perspective								BEHAVIORAL AND BRAIN SCIENCES				37	6						10.1017/S0140525X13004214			DEC 2014	2014										1									
J	Vicente, KJ								Four reasons why the science of psychology is still in trouble								BEHAVIORAL AND BRAIN SCIENCES				21	2			224	+		10.1017/S0140525X98551163			APR 1998	1998										2									
J	Viciana, Hugo; Claidiere, Nicolas								The animal variations: When mechanisms matter in accounting for function								BEHAVIORAL AND BRAIN SCIENCES				30	4			424	+		10.1017/S0140525X07002555			AUG 2007	2007										1									
J	Vickers, D								Toward a generative transformational approach to visual perception								BEHAVIORAL AND BRAIN SCIENCES				24	4			707	+		10.1017/S0140525X01680087			AUG 2001	2001										1									
J	Vickers, D; Lee, MD								Towards a dynamic connectionist model of memory								BEHAVIORAL AND BRAIN SCIENCES				20	1			40	&		10.1017/S0140525X97460016			MAR 1997	1997										2									
J	VIERCK, CJ; COOPER, BY								CONTEXTUAL DETERMINANTS OF PAIN REACTIONS								BEHAVIORAL AND BRAIN SCIENCES				3	2			314	315		10.1017/S0140525X00005112			1980	1980										2									
J	Viger, CD								The possibility of subisomorphic experiential differences								BEHAVIORAL AND BRAIN SCIENCES				22	6			975	+		10.1017/S0140525X99552217			DEC 1999	1999										1									
J	VIGERSKY, RA								FEEDING-BEHAVIOR AND GLUCOSE-HOMEOSTASIS IN MALE-RATS								BEHAVIORAL AND BRAIN SCIENCES				4	4			593	593		10.1017/S0140525X00000455			1981	1981										1									
J	Vigil, Jacob M.; Kruger, Eric								Multi-level selection, social signaling, and the evolution of human suffering gestures: The example of pain behaviors								BEHAVIORAL AND BRAIN SCIENCES				39						e56	10.1017/S0140525X1500028X			2016	2016										1									
J	Vigil, Jacob M.; Strenth, Chance								Facial expression judgments support a socio-relational model, rather than a negativity bias model of political psychology								BEHAVIORAL AND BRAIN SCIENCES				37	3			331	332		10.1017/S0140525X13002756			JUN 2014	2014										1									
J	Vigil, Jacob M.; Venner, Kamilla								Prejudicial behavior: More closely linked to homophilic peer preferences than to trait bigotry								BEHAVIORAL AND BRAIN SCIENCES				35	6			448	449		10.1017/S0140525X12001458			DEC 2012	2012										1									
J	Vigil, Jacob M.; Coulombe, Patrick								Embodied simulation and the search for meaning are not necessary for facial expression processing								BEHAVIORAL AND BRAIN SCIENCES				33	6			461	U147		10.1017/S0140525X10001603			DEC 2010	2010										2									
J	Vigil, Jacob Miguel								A socio-relational framework of sex differences in the expression of emotion								BEHAVIORAL AND BRAIN SCIENCES				32	5			375	+		10.1017/S0140525X09991075			OCT 2009	2009										78									
J	Vigil, Jacob Miguel								The socio-relational framework of expressive behaviors as an integrative psychological paradigm								BEHAVIORAL AND BRAIN SCIENCES				32	5			408	428		10.1017/S0140525X09990999			OCT 2009	2009										10									
J	Vigliocco, G; Zorzi, M								Contact points between lexical retrieval and sentence production								BEHAVIORAL AND BRAIN SCIENCES				22	1			58	+		10.1017/S0140525X99421776			FEB 1999	1999										6									
J	VILLABLANCA, JR								INDEPENDENT FOREBRAIN AND BRAIN-STEM CONTROLS FOR AROUSAL AND SLEEP								BEHAVIORAL AND BRAIN SCIENCES				4	3			494	496		10.1017/S0140525X00010074			1981	1981										5									
J	VINCENT, N								OBSERVING OBSOLESCENCE								BEHAVIORAL AND BRAIN SCIENCES				12	2			360	361		10.1017/S0140525X00049128			JUN 1989	1989										1									
J	Vincent, SR								Nitric oxide and synaptic plasticity: NO news from the cerebellum								BEHAVIORAL AND BRAIN SCIENCES				19	3			362	&		10.1017/S0140525X00081462			SEP 1996	1996										15									
J	Vincini, Stefano; Jhang, Yuna; Buder, Eugene H.; Gallagher, Shaun								An unsettled debate: Key empirical and theoretical questions are still open								BEHAVIORAL AND BRAIN SCIENCES				40						e401	10.1017/S0140525X16001977			2017	2017										3									
J	Vinden, PG								In defense of enculturation								BEHAVIORAL AND BRAIN SCIENCES				27	1			127	+					FEB 2004	2004										2									
J	Vingerhoets, Guy								Neurocognitive anthropology: What are the options?								BEHAVIORAL AND BRAIN SCIENCES				35	4			243	+		10.1017/S0140525X11002111			AUG 2012	2012										1									
J	VINING, DR								MODERN HUMAN SOCIOBIOLOGY - SOME FURTHER OBSERVATIONS - RESPONSE								BEHAVIORAL AND BRAIN SCIENCES				10	2			308	310		10.1017/S0140525X00048007			JUN 1987	1987										1									
J	VINING, DR								SOCIAL VERSUS REPRODUCTIVE SUCCESS - THE CENTRAL THEORETICAL PROBLEM OF HUMAN SOCIOBIOLOGY								BEHAVIORAL AND BRAIN SCIENCES				9	1			167	187		10.1017/S0140525X00021968			MAR 1986	1986										191									
J	VINOGRADOVA, OS								BEHAVIORISM AND VOLUNTARISM								BEHAVIORAL AND BRAIN SCIENCES				4	3			496	496		10.1017/S0140525X00010086			1981	1981										1									
J	Vinson, D.; Abney, D; Amso, D; Chemero, A; Cutting, J; Dale, R; Jordan, J.								Perception, as you make it								Behavioral and Brain Sciences				39											2016										2									
J	Vinson, D. W.; Abney, D. H.; Amso, D.; Chemero, T.; Cutting, J. E.; Dale, R.; Spivey, M								Perception, as you make it								Behavioral and Brain Sciences																									2									
J	Vinson, David W.; Abney, Drew H.; Amso, Dima; Chemero, Anthony; Cutting, James E.; Dale, Rick; Freeman, Jonathan B.; Feldman, Laurie B.; Friston, Karl J.; Gallagher, Shaun; Jordan, J. Scott; Mudrik, Liad; Ondobaka, Sasha; Richardson, Daniel C.; Shams, Ladan; Shiffrar, Maggie; Spivey, Michael J.								Perception, as you make it								BEHAVIORAL AND BRAIN SCIENCES				39						e260	10.1017/S0140525X15002678			2016	2016										1									
J	Vinter, A; Perruchet, P								Relational problems are not fully solved by a temporal sequence of statistical learning episodes								BEHAVIORAL AND BRAIN SCIENCES				20	1			82	&		10.1017/S0140525X97420022			MAR 1997	1997										1									
J	VINTER, A; PERRUCHET, P								IS THERE AN IMPLICIT LEVEL OF REPRESENTATION								BEHAVIORAL AND BRAIN SCIENCES				17	4			730	731		10.1017/S0140525X00036888			DEC 1994	1994										6									
J	Virtel, James; Piccinini, Gualtiero								Are prototypes and exemplars used in distinct cognitive processes?								BEHAVIORAL AND BRAIN SCIENCES				33	2-3			226	+		10.1017/S0140525X10000488			APR-JUN 2010	2010										1									
J	VISALBERGHI, E								IS LACK OF UNDERSTANDING OF CAUSE-EFFECT RELATIONSHIPS A SUITABLE BASIS FOR INTERPRETING MONKEYS FAILURES IN ATTRIBUTION								BEHAVIORAL AND BRAIN SCIENCES				15	1			169	+		10.1017/S0140525X00068175			MAR 1992	1992										3									
J	Vishton, PM								Human vision focuses on information relevant to a task, to the detriment of information that is not relevant								BEHAVIORAL AND BRAIN SCIENCES				27	1			53	+					FEB 2004	2004										3									
J	Vitouch, O								The rage to drink, or: Frontiers of expertise								BEHAVIORAL AND BRAIN SCIENCES				21	3			428	+		10.1017/S0140525X98481238			JUN 1998	1998										2									
J	Vitu, F								The basic assumptions of E-Z Reader are not well-founded								BEHAVIORAL AND BRAIN SCIENCES				26	4			506	+		10.1017/S0140525X0351010X			AUG 2003	2003										18									
J	VITU, F								PREDICTION AS AN EXPLANATION FOR THE OCCURRENCE OF EXPRESS SACCADES								BEHAVIORAL AND BRAIN SCIENCES				16	3			592	592		10.1017/S0140525X0003185X			SEP 1993	1993										6									
J	Vogel, GW								Critique of current dream theories								BEHAVIORAL AND BRAIN SCIENCES				23	6			1014	+					DEC 2000	2000										4									
J	Vogt, P; Smith, ADM								Learning colour words is slow: A cross-situational learning account								BEHAVIORAL AND BRAIN SCIENCES				28	4			509	+		10.1017/S0140525X0544008X			AUG 2005	2005										7									
