PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	KRIPPNER, S								NEVER SAY NEVER AGAIN - RAPPROCHEMENT MAY BE NEARER THAN YOU THINK								BEHAVIORAL AND BRAIN SCIENCES				10	4			595	597		10.1017/S0140525X00054765			DEC 1987	1987										1									
J	KRIPPNER, S								IMPORTANCE OF ROSENTHAL RESEARCH FOR PARAPSYCHOLOGY								BEHAVIORAL AND BRAIN SCIENCES				1	3			398	399		10.1017/S0140525X0007566X			1978	1978										1									
J	KRISTAN, WB; WEEKS, J								DIFFICULTIES IN APPLYING A FUNCTIONAL DEFINITION OF COMMAND NEURONS								BEHAVIORAL AND BRAIN SCIENCES				1	1			28	29		10.1017/S0140525X00059240			1978	1978										2									
J	KRNJEVIC, K								RETICULO-CORTICAL ACTIVITY AND BEHAVIOR - A CRITIQUE OF THE AROUSAL THEORY AND A NEW SYNTHESIS								BEHAVIORAL AND BRAIN SCIENCES				4	3			484	485		10.1017/S0140525X00009961			1981	1981										2									
J	KRNJEVIC, K								CHOLINERGIC CONTROL OF EXCITABILITY IN THE SLEEP-WAKING CYCLE								BEHAVIORAL AND BRAIN SCIENCES				1	3			496	498		10.1017/S0140525X00076263			1978	1978										1									
J	KROCH, A								LANGUAGE-LEARNING AND LANGUAGE CHANGE								BEHAVIORAL AND BRAIN SCIENCES				12	2			348	349		10.1017/S0140525X00049013			JUN 1989	1989										2									
J	Kroger, JK								Long-term memories, features, and novelty								BEHAVIORAL AND BRAIN SCIENCES				26	6			744	+		10.1017/S0140525X03390168			DEC 2003	2003										1									
J	Krogh-Jespersen, Sheila; Filippi, Courtney; Woodward, Amanda L.								A developmental perspective on action and social cognition								BEHAVIORAL AND BRAIN SCIENCES				37	2			208	209		10.1017/S0140525X13002379			APR 2014	2014										1									
J	KROODSMA, DE								LIMITED DISPERSAL BETWEEN DIALECTS - HYPOTHESES TESTABLE IN THE FIELD								BEHAVIORAL AND BRAIN SCIENCES				8	1			108	109		10.1017/S0140525X00019865			1985	1985										8									
J	Krueger, J								Individual differences and Pearson's r: Rationality revealed?								BEHAVIORAL AND BRAIN SCIENCES				23	5			684	+		10.1017/S0140525X00423435			OCT 2000	2000										2									
J	Krueger, J								Studying the use of base rates: Normal science or shifting paradigm?								BEHAVIORAL AND BRAIN SCIENCES				19	1			30	&		10.1017/S0140525X00041315			MAR 1996	1996										3									
J	Krueger, JI; Funder, DC								Towards a balanced social psychology: Causes, consequences, and cures for the problem-seeking approach to social behavior and cognition								BEHAVIORAL AND BRAIN SCIENCES				27	3			313	+		10.1017/S0140525X04000081			JUN 2004	2004										141									
J	Krueger, JI; Funder, DC								Social psychology: A field in search of a center - Response								BEHAVIORAL AND BRAIN SCIENCES				27	3			361	376		10.1017/S0140525X04570085			JUN 2004	2004										6									
J	Krueger, JI								Wanted: A reconciliation of rationality with determinism								BEHAVIORAL AND BRAIN SCIENCES				26	2			168	+					APR 2003	2003										4									
J	Krueger, JI; Acevedo, M								Why cooperate? Social projection as a cognitive mechanism that helps us do good								BEHAVIORAL AND BRAIN SCIENCES				25	2			266	+		10.1017/S0140525X02390058			APR 2003	2003										1									
J	Krueger, Joachim I.								The flight from reasoning in psychology								BEHAVIORAL AND BRAIN SCIENCES				30	1			32	+		10.1017/S0140525X07000751			FEB 2007	2007										1									
J	Krueger, L.E.								Reconciling Fechner and Stevens: toward a unified psychophysical law								Behavioral and Brain Sciences				12	2			241	320						1989										1									
J	Krueger, LE								The Ego has landed! The .05 level of statistical significance is soft (Fisher) rather than hard (Neyman/Pearson)								BEHAVIORAL AND BRAIN SCIENCES				21	2			207	+		10.1017/S0140525X98361166			APR 1998	1998										2									
J	KRUEGER, LE								WILL THE REAL STIMULUS PLEASE STEP FORWARD								BEHAVIORAL AND BRAIN SCIENCES				15	3			570	572		10.1017/S0140525X00070096			SEP 1992	1992										2									
J	KRUEGER, LE								RECONCILING FECHNER AND STEVENS - TOWARD A UNIFIED PSYCHOPHYSICAL LAW								BEHAVIORAL AND BRAIN SCIENCES				14	1			187	187					MAR 1991	1991										5									
J	KRUEGER, LE								PSYCHOPHYSICAL LAW - TAMING THE COGNITIVE AND CHAOTIC ASPECTS								BEHAVIORAL AND BRAIN SCIENCES				14	1			193	198		10.1017/S0140525X00066073			MAR 1991	1991										4									
J	KRUEGER, LE; TSAY, CY								ANALYZING VISION AT THE COMPLEXITY LEVEL - MISPLACED COMPLEXITY								BEHAVIORAL AND BRAIN SCIENCES				13	3			449	449		10.1017/S0140525X00079644			SEP 1990	1990										3									
B	KRUEGER, LE								SPEECH-PERCEPTION BY EAR AND EYE - A PARADIGM FOR PSYCHOLOGICAL INQUIRY - MASSARO,DW								BEHAVIORAL AND BRAIN SCIENCES				12	4			768	768					DEC 1989	1989										1									
J	KRUEGER, LE								RECONCILING FECHNER AND STEVENS - TOWARD A UNIFIED PSYCHOPHYSICAL LAW								BEHAVIORAL AND BRAIN SCIENCES				12	2			251	267		10.1017/S0140525X0004855X			JUN 1989	1989										137									
J	KRUEGER, LE								PSYCHOPHYSICAL LAW - KEEP IT SIMPLE								BEHAVIORAL AND BRAIN SCIENCES				12	2			299	320		10.1017/S0140525X00048871			JUN 1989	1989										2									
J	Krueger, Robert F.; DeYoung, Colin G.; Markon, Kristian E.								Toward scientifically useful quantitative models of psychopathology: The importance of a comparative approach								BEHAVIORAL AND BRAIN SCIENCES				33	2-3			163	+		10.1017/S0140525X10000646			APR-JUN 2010	2010										12									
J	Kruger, J; Savitsky, K								The "reign of error" in social psychology: On the real versus imagined consequences of problem-focused research								BEHAVIORAL AND BRAIN SCIENCES				27	3			349	+		10.1017/S0140525X04440084			JUN 2004	2004										4									
J	Kruger, Justin; Chan, Steven; Roese, Neal								(Not so) positive illusions								BEHAVIORAL AND BRAIN SCIENCES				32	6			526	+		10.1017/S0140525X09991270			DEC 2009	2009										3									
J	Kruglanski, AW								The storehouse/correspondence partition in memory research: Promises and perils								BEHAVIORAL AND BRAIN SCIENCES				19	2			198	&		10.1017/S0140525X00042242			JUN 1996	1996										1									
J	KRUIJT, JP; TENCATE, C								SONG DEVELOPMENT AND SEXUAL IMPRINTING - TOWARDS AN INTERACTIONIST APPROACH								BEHAVIORAL AND BRAIN SCIENCES				11	4			640	640		10.1017/S0140525X0005384X			DEC 1988	1988										1									
J	Krumhansl, Carol L.; Agres, Kat R.								Musical expectancy: The influence of musical structure on emotional response								BEHAVIORAL AND BRAIN SCIENCES				31	5			584	+		10.1017/S0140525X08005384			OCT 2008	2008										8									
J	Krupp, DB; Barclay, P; Daly, M; Kiyonari, T; Dingle, G; Wilson, M								Let's add some psychology (and maybe even some evolution) to the mix								BEHAVIORAL AND BRAIN SCIENCES				28	6			828	+		10.1017/S0140525X0535014X			DEC 2005	2005										4									
J	KRUSE, J; REED, E								THE ECOLOGICAL APPROACH TO LEARNING								BEHAVIORAL AND BRAIN SCIENCES				4	1			148	149		10.1017/S0140525X00008086			1981	1981										1									
J	KRUSE, JM								ALTERNATIVE APPROACHES TO THE PSYCHOLOGY OF FORAGING								BEHAVIORAL AND BRAIN SCIENCES				8	2			342	342		10.1017/S0140525X00020999			1985	1985										1									
J	KRUSKAL, JB								WHAT DOES GHISELIN MEAN BY INDIVIDUAL								BEHAVIORAL AND BRAIN SCIENCES				4	2			294	295		10.1017/S0140525X00008967			1981	1981										1									
J	KUBE, PR								UNBOUNDED VISUAL-SEARCH IS NOT BOTH BIOLOGICALLY PLAUSIBLE AND NP-COMPLETE - ANALYZING VISION AT THE COMPLEXITY LEVEL								BEHAVIORAL AND BRAIN SCIENCES				14	4			768	769		10.1017/S0140525X00072472			DEC 1991	1991										3									
J	KUBE, PR								COMPLEXITY IS COMPLICATED								BEHAVIORAL AND BRAIN SCIENCES				13	3			450	450		10.1017/S0140525X00079656			SEP 1990	1990										1									
J	Kubovy, M; Epstein, W								Internalization: A metaphor we can live without								BEHAVIORAL AND BRAIN SCIENCES				24	4			618	+		10.1017/S0140525X01000048			AUG 2001	2001										8									
J	Kucian, Karin; Kaufmann, Liane								A developmental model of number representation								BEHAVIORAL AND BRAIN SCIENCES				32	3-4			340	+		10.1017/S0140525X09990069			JUN-AUG 2009	2009										18									
J	Kuczaj, S								Cetacean culture: Slippery when wet								BEHAVIORAL AND BRAIN SCIENCES				24	2			340	+		10.1017/S0140525X01403967			APR 2001	2001										4									
J	Kuczaj, SA; Highfill, LE								Dolphin play: Evidence for cooperation and culture?								BEHAVIORAL AND BRAIN SCIENCES				28	5			705	+		10.1017/S0140525X05370129			OCT 2005	2005										15									
J	Kuczaj, SA; Gory, JD; Xitco, MJ								Using programs to solve problems: Imitation versus insight								BEHAVIORAL AND BRAIN SCIENCES				21	5			695	+		10.1017/S0140525X98351742			OCT 1998	1998										11									
J	Kuehberger, Anton; Schulte-Mecklenbeck, Michael								Selecting target papers for replication								BEHAVIORAL AND BRAIN SCIENCES				41						e139	10.1017/S0140525X18000742			2018	2018										2									
J	Kuehni, RG								Olive green or chestnut brown?								BEHAVIORAL AND BRAIN SCIENCES				26	1			35	+		10.1017/S0140525X03370013			FEB 2003	2003										1									
J	KUGLER, PN; TURVEY, MT; SHAW, R								IS THE COGNITIVE PENETRABILITY CRITERION INVALIDATED BY CONTEMPORARY PHYSICS								BEHAVIORAL AND BRAIN SCIENCES				5	2			303	306		10.1017/S0140525X00012139			1982	1982										5									
J	KUGLER, PN; TURVEY, MT								2 METAPHORS FOR NEURAL AFFERENCE AND EFFERENCE								BEHAVIORAL AND BRAIN SCIENCES				2	2			305	306		10.1017/S0140525X00062683			1979	1979										3									
J	Kuhberger, A								Why use real and hypothetical payoffs?								BEHAVIORAL AND BRAIN SCIENCES				24	3			419	+		10.1017/S0140525X01404146			JUN 2001	2001										8									
J	KUHL, PK								ON HANDEDNESS IN PRIMATES AND HUMAN INFANTS								BEHAVIORAL AND BRAIN SCIENCES				11	4			727	729		10.1017/S0140525X00054340			DEC 1988	1988										4									
J	Kuhn, D.								What people may do versus can do								Behavioral and Brain Sciences																									1									
J	Kuhn, Deanna								What people may do versus can do								BEHAVIORAL AND BRAIN SCIENCES				34	2			83	+		10.1017/S0140525X10002864			APR 2011	2011										2									
J	Kuiper, Koenraad								Knowledge of language and phrasal vocabulary acquisition								BEHAVIORAL AND BRAIN SCIENCES				29	3			291	292		10.1017/S0140525X06359067			JUN 2006	2006										3									
J	KULIKOWSKI, JJ								SENSORY ANALYSIS OF VISION								BEHAVIORAL AND BRAIN SCIENCES				11	2			300	301		10.1017/S0140525X00050020			JUN 1988	1988										1									
J	Kunde, W								Exploring the hyphen in ideo-motor action								BEHAVIORAL AND BRAIN SCIENCES				24	5			891	+		10.1017/S0140525X01340104			OCT 2001	2001										6									
J	KUO, AD; ZAJAC, FE								WHAT IS THE NATURE OF THE FEEDFORWARD COMPONENT IN MOTOR CONTROL								BEHAVIORAL AND BRAIN SCIENCES				15	4			767	767					DEC 1992	1992										1									
J	Kupers, R								Sex differences in pain: And now for something completely different								BEHAVIORAL AND BRAIN SCIENCES				20	3			455	+		10.1017/S0140525X97391493			SEP 1997	1997										6									
J	Kupfermann, I								Reward: Wanted - a better definition								BEHAVIORAL AND BRAIN SCIENCES				23	2			208	+		10.1017/S0140525X00382425			APR 2000	2000										3									
J	KUPFERMANN, I								NEURAL NETWORKS - THEY DO NOT HAVE TO BE COMPLEX TO BE COMPLEX								BEHAVIORAL AND BRAIN SCIENCES				15	4			767	768					DEC 1992	1992										3									
J	KUPFERMANN, I; WEISS, KR								COMMAND PERFORMANCE								BEHAVIORAL AND BRAIN SCIENCES				9	4			736	739		10.1017/S0140525X00052158			DEC 1986	1986										13									
J	KUPFERMANN, I								THEY ARE REALLY COMPLEX WHEN YOU GET TO KNOW THEM								BEHAVIORAL AND BRAIN SCIENCES				7	3			393	394		10.1017/S0140525X0001880X			1984	1984										2									
J	KUPFERMANN, I; WEISS, KR								COMMAND NEURON CONCEPT								BEHAVIORAL AND BRAIN SCIENCES				1	1			3	10		10.1017/S0140525X00059057			1978	1978										332									
J	KURLAND, JA								PROLETARIAN HOMINIDS ON THE RAMPAGE								BEHAVIORAL AND BRAIN SCIENCES				9	1			202	203		10.1017/S0140525X00022135			MAR 1986	1986										2									
J	Kurthen, M								Consciousness as action: The eliminativist sirens are calling								BEHAVIORAL AND BRAIN SCIENCES				24	5			990	+		10.1017/S0140525X01410119			OCT 2001	2001										2									
J	Kurthen, M								The archeology of internalism								BEHAVIORAL AND BRAIN SCIENCES				24	4			682	+		10.1017/S0140525X01470087			AUG 2001	2001										1									
J	Kurzban, R.; Duckworth, A.; Kable, J.; Myers, J.								A cost/benefit model of subjective effort and task performance.								Behavioral and Brain Sciences.															2013										1									
J	Kurzban, R.; Duckworth, A.; Kable, J. W.; Myers, J.								An opportunity cost model of subjective effort and task performance								Behavioral and Brain Sciences				36				697	698						2012										1									
J	Kurzban, R								Are experimental economists behaviorists and is behaviorism for the birds?								BEHAVIORAL AND BRAIN SCIENCES				24	3			420	+		10.1017/S0140525X01414142			JUN 2001	2001										3									
J	Kurzban, R; Duckworth, A; Kable, J; Myers, J								An opportunity cost model of subjective effort and task performance								Behavioral and Brain Sciences																									2									
J	Kurzban, R.; Duckworth, A.; Kable, J.; Myers, J								A cost/benefit model of subjective effort and task performance								Behavioral and Brain Sciences .																									3									
J	Kurzban, Robert; Duckworth, Angela; Kable, Joseph W.; Myers, Justus								An opportunity cost model of subjective effort and task performance								BEHAVIORAL AND BRAIN SCIENCES				36	6			661	679		10.1017/S0140525X12003196			DEC 2013	2013										366									
J	Kurzban, Robert; Duckworth, Angela; Kable, Joseph W.; Myers, Justus								Cost-benefit models as the next, best option for understanding subjective effort								BEHAVIORAL AND BRAIN SCIENCES				36	6			707	726		10.1017/S0140525X13001532			DEC 2013	2013										4									
J	Kurzban, Robert								Two problems with "self-deception": No "self" and no "deception"								BEHAVIORAL AND BRAIN SCIENCES				34	1						10.1017/S0140525X10002116			FEB 2011	2011										2									
J	Kutas, M; King, JW								In-line measures of syntactic processing using event-related brain potentials								BEHAVIORAL AND BRAIN SCIENCES				22	1			104	+		10.1017/S0140525X99331782			FEB 1999	1999										4									
J	Kvavilashvili, L; Ellis, J								Let's forget the everyday/laboratory controversy								BEHAVIORAL AND BRAIN SCIENCES				19	2			199	&		10.1017/S0140525X00042254			JUN 1996	1996										2									
J	Kyburg, HE								Probabilistic fallacies								BEHAVIORAL AND BRAIN SCIENCES				19	1			31	31		10.1017/S0140525X00041327			MAR 1996	1996										2									
J	KYBURG, HE								KNOWLEDGE AND THE ABSOLUTE								BEHAVIORAL AND BRAIN SCIENCES				6	1			72	73		10.1017/S0140525X00014758			1983	1983										1									
J	KYBURG, HE								RATIONAL BELIEF								BEHAVIORAL AND BRAIN SCIENCES				6	2			231	245		10.1017/S0140525X00015661			1983	1983										50									
J	KYBURG, HE								THE ROLE OF LOGIC IN REASON, INFERENCE, AND DECISION								BEHAVIORAL AND BRAIN SCIENCES				6	2			263	271		10.1017/S0140525X00015855			1983	1983										1									
J	LAAKSO, A								PIGEONS AND THE PROBLEM OF OTHER MINDS								BEHAVIORAL AND BRAIN SCIENCES				16	4			652	653		10.1017/S0140525X00032167			DEC 1993	1993										1									
J	LaBar, Kevin S.								Therapeutic affect reduction, emotion regulation, and emotional memory reconsolidation: A neuroscientific quandary								BEHAVIORAL AND BRAIN SCIENCES				38						e10	10.1017/S0140525X14000193			2015	2015										1									
J	LaBerge, S								Lucid dreaming: Evidence and methodology								BEHAVIORAL AND BRAIN SCIENCES				23	6			962	+		10.1017/S0140525X00574020			DEC 2000	2000										26									
J	LACEY, H								TELEOLOGICAL BEHAVIORISM AND THE INTENTIONAL SCHEME								BEHAVIORAL AND BRAIN SCIENCES				18	1			134	135		10.1017/S0140525X00037742			MAR 1995	1995										5									
J	LACEY, H								PAIN BEHAVIOR - HOW TO DEFINE THE OPERANT								BEHAVIORAL AND BRAIN SCIENCES				8	1			64	65		10.1017/S0140525X00019610			1985	1985										1									
J	LACHMAN, JL; LACHMAN, R								GENERAL PROCESS THEORY, ECOLOGY, AND ANIMAL-HUMAN CONTINUITY - A COGNITIVE PERSPECTIVE								BEHAVIORAL AND BRAIN SCIENCES				4	1			149	150		10.1017/S0140525X00008098			1981	1981										1									
J	LACHMAN, R; NAUS, MJ								THE EPISODIC-SEMANTIC CONTINUUM IN AN EVOLVED MACHINE								BEHAVIORAL AND BRAIN SCIENCES				7	2			244	246		10.1017/S0140525X00044484			1984	1984										7									
J	LACHMAN, R; LACHMAN, JL								MEMORY REPRESENTATIONS IN ANIMALS - SOME METATHEORETICAL ISSUES								BEHAVIORAL AND BRAIN SCIENCES				5	3			380	381		10.1017/S0140525X00012590			1982	1982										3									
J	LACHTER, J								CONSCIOUSNESS IN NATURAL-LANGUAGE AND MOTOR LEARNING								BEHAVIORAL AND BRAIN SCIENCES				17	3			409	410		10.1017/S0140525X00035196			SEP 1994	1994										1									
J	LACQUANITI, F								STRATEGIES FOR SINGLE-JOINT MOVEMENTS SHOULD ALSO WORK FOR MULTIJOINT MOVEMENTS								BEHAVIORAL AND BRAIN SCIENCES				12	2			225	226		10.1017/S0140525X0004841X			JUN 1989	1989										1									
J	Lagnado, David A.								A causal framework for integrating learning and reasoning								BEHAVIORAL AND BRAIN SCIENCES				32	2			211	+		10.1017/S0140525X09000995			APR 2009	2009										2									
J	Lagnado, David A.; Shanks, David R.								Dual concerns with the dualist approach								BEHAVIORAL AND BRAIN SCIENCES				30	3			271	+		10.1017/S0140525X0700180X			JUN 2007	2007										1									
J	Laibson, DI								An economic perspective on addiction and matching								BEHAVIORAL AND BRAIN SCIENCES				19	4			583	&		10.1017/S0140525X00043119			DEC 1996	1996										2									
J	LAIRD, JD								WE CAN RELIABLY REPORT PSYCHOLOGICAL STATES BECAUSE THEY ARE NEITHER INTERNAL NOR PRIVATE								BEHAVIORAL AND BRAIN SCIENCES				16	4			654	654		10.1017/S0140525X00032180			DEC 1993	1993										1									
J	Lake, B.M.; Ullman, T.D.; Tenenbaum, J.B.; Gershman, S.J.								Building machines that learn and think like people								Behav. Brain Sci.				40											2017										27									
J	Lake, B. M.; Ullman, T. D.; Tenenbaum, J. B.; Gershman, S. J.								Building machines that learn and think like people								Behavioral and Brain Sciences				40				1	72						2017										6									
J	Lake, B. M; Ullman, T. D; Tenenbaum, J. B; Gershman, S. J								Building machines that learn and think like people								Behavioral and Brain Sciences																									1									
J	Lake, Brenden M.; Ullman, Tomer D.; Tenenbaum, Joshua B.; Gershman, Samuel J.								Ingredients of intelligence: From classic debates to an engineering roadmap Response								BEHAVIORAL AND BRAIN SCIENCES				40						e281	10.1017/S0140525X17001224			2017	2017										3									
J	Lake, Brenden M.; Ullman, Tomer D.; Tenenbaum, Joshua B.; Gershman, Samuel J.								Building machines that learn and think like people								BEHAVIORAL AND BRAIN SCIENCES				40						e253	10.1017/S0140525X16001837			2017	2017										114									
J	Lake, Brenden M; Ullman, Tomer D; Tenenbaum, joshua B; Gcrshman, Samuel J								Building machines that learn and think like people								Behavioral and Brain Sciences				40											2017										1									
J	Lake, M. Brenden; TomerUllman, D.; Tenenbaum, B. Joshua; Gershman, J. Samuel								Building machines that learn and think like people								Behavioral and Brain Sciences				40											2017										1									
J	Lakens, Daniel; Ruys, Kirsten I.								The dynamic interaction of conceptual and embodied knowledge								BEHAVIORAL AND BRAIN SCIENCES				33	6						10.1017/S0140525X10001329			DEC 2010	2010										1									
J	LAKOFF, G								SMOLENSKY, SEMANTICS, AND THE SENSORIMOTOR SYSTEM								BEHAVIORAL AND BRAIN SCIENCES				11	1			39	40		10.1017/S0140525X00052596			MAR 1988	1988										5									
J	LAKOFF, G								WHAT EVER HAPPENED TO DEEP-STRUCTURE								BEHAVIORAL AND BRAIN SCIENCES				3	1			22	23		10.1017/S0140525X00001606			1980	1980										2									
J	Laland, KN; Odling-Smee, J; Feldman, MW								Niche construction, biological evolution, and cultural change								BEHAVIORAL AND BRAIN SCIENCES				23	1			131	+		10.1017/S0140525X00002417			FEB 2000	2000										410									
J	Lalumera, Elisabetta								Concepts are a functional kind								BEHAVIORAL AND BRAIN SCIENCES				33	2-3			217	+		10.1017/S0140525X10000403			APR-JUN 2010	2010										3									
J	LAMB, ME								NICHE PICKING BY SIBLINGS AND SCIENTISTS								BEHAVIORAL AND BRAIN SCIENCES				10	1			30	30		10.1017/S0140525X00056107			MAR 1987	1987										1									
J	LAMB, ME								USEFUL DISTINCTIONS IN HUMAN SOCIOBIOLOGY								BEHAVIORAL AND BRAIN SCIENCES				10	1			79	79		10.1017/S0140525X00056399			MAR 1987	1987										2									
J	LAMB, ME; THOMPSON, RA; GARDNER, WP; CHARNOV, EL								CONVERGENT APPROACHES TO UNDERSTANDING STRANGE SITUATION BEHAVIOR								BEHAVIORAL AND BRAIN SCIENCES				9	3			559	561		10.1017/S0140525X00047130			SEP 1986	1986										2									
J	LAMB, ME; THOMPSON, RM; GARDNER, W; CHARNOV, EL; ESTES, D								SECURITY OF INFANTILE ATTACHMENT AS ASSESSED IN THE STRANGE SITUATION - ITS STUDY AND BIOLOGICAL INTERPRETATION								BEHAVIORAL AND BRAIN SCIENCES				7	1			127	147		10.1017/S0140525X00026522			1984	1984										144									
J	Lamba, Shakti								The empirical evidence that does not support cultural group selection models for the evolution of human cooperation								BEHAVIORAL AND BRAIN SCIENCES				39						e44	10.1017/S0140525X15000175			2016	2016										1									
J	LAMBERT, E.; DENNETT, D. C.								Getting by with a Little Help from our Friends								Behavioral and Brain Sciences																									1									
J	Lambert, Enoch; Dennett, Daniel C.								Getting by with a little help from our friends								BEHAVIORAL AND BRAIN SCIENCES				41						e48	10.1017/S0140525X17000723			2018	2018										1									
J	Lamberts, K								Category-specific deficits and exemplar models								BEHAVIORAL AND BRAIN SCIENCES				24	3			484	+		10.1017/S0140525X01304156			JUN 2001	2001										2									
J	LAMBERTS, K; DYDEWALLE, G								WHAT CAN PSYCHOLOGISTS LEARN FROM HIDDEN UNIT NETS								BEHAVIORAL AND BRAIN SCIENCES				13	3			499	499		10.1017/S0140525X00079863			SEP 1990	1990										3									
J	Lameira, Adriano R.								The forgotten role of consonant-like calls in theories of speech evolution								BEHAVIORAL AND BRAIN SCIENCES				37	6						10.1017/S0140525X1300407X			DEC 2014	2014										8									
J	Laming, D								On the distinction between "sensorimotor" and "motorsensory" contingencies								BEHAVIORAL AND BRAIN SCIENCES				24	5			992	992		10.1017/S0140525X01430111			OCT 2001	2001										2									
J	LAMING, D								THE ANTECEDENTS OF SIGNAL-DETECTION-THEORY								BEHAVIORAL AND BRAIN SCIENCES				16	1			151	153		10.1017/S0140525X00029393			MAR 1993	1993										2									
J	LAMING, D								2 CATEGORIES OF CONTEXTUAL VARIABLE								BEHAVIORAL AND BRAIN SCIENCES				15	3			572	573		10.1017/S0140525X00070102			SEP 1992	1992										1									
J	LAMING, D								WHY IS THE RELIABILITY OF PEER-REVIEW SO LOW								BEHAVIORAL AND BRAIN SCIENCES				14	1			154	155		10.1017/S0140525X00065882			MAR 1991	1991										2									
J	LAMING, D								RECONCILING FECHNER AND STEVENS								BEHAVIORAL AND BRAIN SCIENCES				14	1			188	191		10.1017/S0140525X0006605X			MAR 1991	1991										6									
J	LAMING, D								EXPERIMENTAL-EVIDENCE FOR FECHNER AND STEVENS LAWS								BEHAVIORAL AND BRAIN SCIENCES				12	2			277	281		10.1017/S0140525X00048676			JUN 1989	1989										9									
J	LAMING, D								PRECIS OF SENSORY ANALYSIS								BEHAVIORAL AND BRAIN SCIENCES				11	2			275	296		10.1017/S0140525X00049967			JUN 1988	1988										13									
J	LAMING, D								A REEXAMINATION OF SENSORY ANALYSIS								BEHAVIORAL AND BRAIN SCIENCES				11	2			316	336		10.1017/S0140525X00050202			JUN 1988	1988										6									
J	LAMING, D								ON THE NEED FOR DISCIPLINE IN THE CONSTRUCTION OF PSYCHOLOGICAL THEORIES								BEHAVIORAL AND BRAIN SCIENCES				6	4			669	670		10.1017/S0140525X00017891			1983	1983										3									
J	Laming, Donald								Ordinary people do not ignore base rates								BEHAVIORAL AND BRAIN SCIENCES				30	3			272	+		10.1017/S0140525X07001811			JUN 2007	2007										1									
J	Laming, DRJ								On the behavioural interpretation of neurophysiological observation								BEHAVIORAL AND BRAIN SCIENCES				23	2			209	+		10.1017/S0140525X00392421			APR 2000	2000										6									
J	Lamme, V.								Sue Ned Block! Making a better case for p-consciousness								Behavioral and Brain Sciences.				30				481	548						2007										2									
J	Lamme, Victor A. F.								Sue Ned Block!: Making a better case for P-consciousness								BEHAVIORAL AND BRAIN SCIENCES				30	5-6			511	+		10.1017/S0140525X07002920			OCT-DEC 2007	2007										3									
J	LAN, N; CRAGO, PE								EQUILIBRIUM POINT HYPOTHESIS, MINIMUM EFFORT CONTROL STRATEGY AND THE TRIPHASIC MUSCLE ACTIVATION PATTERN								BEHAVIORAL AND BRAIN SCIENCES				15	4			769	771		10.1017/S0140525X00073209			DEC 1992	1992										8									
J	LANCASTER, CS								MATRILINEAL INHERITANCE - SOCIOBIOLOGICAL VERSUS ETHNOLOGICAL INTERPRETATIONS								BEHAVIORAL AND BRAIN SCIENCES				8	4			676	677		10.1017/S0140525X00045623			DEC 1985	1985										1									
J	LANCASTER, JB; LANCASTER, CS								THE DIVISION OF LABOR AND THE EVOLUTION OF HUMAN-SEXUALITY								BEHAVIORAL AND BRAIN SCIENCES				3	2			193	193		10.1017/S0140525X00004258			1980	1980										4									
J	Lancy, David F.								"Teaching is so WEIRD"								BEHAVIORAL AND BRAIN SCIENCES				38						e48	10.1017/S0140525X14000508			2015	2015										1									
J	Lancy, David F.								When nurture becomes nature: Ethnocentrism in studies of human development								BEHAVIORAL AND BRAIN SCIENCES				33	2-3			99	+		10.1017/S0140525X10000154			APR-JUN 2010	2010										6									
J	Landau, B								Reinventing a broken wheel								BEHAVIORAL AND BRAIN SCIENCES				22	4			623	+		10.1017/S0140525X99372149			AUG 1999	1999										2									
J	LANDAU, B; JACKENDOFF, R								WHAT AND WHERE IN SPATIAL LANGUAGE AND SPATIAL COGNITION								BEHAVIORAL AND BRAIN SCIENCES				16	2			217	238		10.1017/S0140525X00029733			JUN 1993	1993										436									
J	LANDAU, B; JACKENDOFF, R								WHENCE AND WHITHER IN SPATIAL LANGUAGE AND SPATIAL COGNITION - REPLY								BEHAVIORAL AND BRAIN SCIENCES				16	2			255	266		10.1017/S0140525X00029927			JUN 1993	1993										24									
J	Landau, MJ; Greenberg, J; Solomon, S								The motivational underpinnings of religion								BEHAVIORAL AND BRAIN SCIENCES				27	6			743	+		10.1017/S0140525X0435017X			DEC 2004	2004										11									
J	Landauer, TK								Latent Semantic Analysis (LSA), a disembodied learning machine, acquires human word meaning vicariously from language alone								BEHAVIORAL AND BRAIN SCIENCES				22	4			624	+		10.1017/S0140525X99382145			AUG 1999	1999										5									
J	Landman, Rogier; Sligte, Ilja G.								Can we equate iconic memory with visual awareness?								BEHAVIORAL AND BRAIN SCIENCES				30	5-6			512	+		10.1017/S0140525X07002932			OCT-DEC 2007	2007										1									
J	Landy, David; Allen, Colin; Anderson, Michael L.								Conceptual discontinuity involves recycling old processes in new domains								BEHAVIORAL AND BRAIN SCIENCES				34	3			136	U34		10.1017/S0140525X10002153			JUN 2011	2011										1									
J	LANDY, MS								THE GAP FROM SENSATION TO COGNITION								BEHAVIORAL AND BRAIN SCIENCES				9	1			101	102		10.1017/S0140525X00021683			MAR 1986	1986										2									
